uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,chlorophyllSampleID,chlorophyllSampleCode,collectDate,sampleCondition,extractionStartDate,extractionLength,freshMass,solventVolume,analyticalRepNumber,extractChlAConc,extractChlBConc,extractCarotConc,relativeAccuracyScale,handlingQF,measurementQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF
"9e225a68-7480-447d-ab99-f4697f7400d9","DELA_003.basePlot.cfc","D08","DELA","DELA_003","distributed","Nc+HNMhlqfspUx960THudsGJhzNp9lTyEGxDapF/DCU=","A00000081998","Nc+HNMhlqfspUx960THudsGJhzNp9lTyajKmJxql6PM=","B00000004729","2019-05-06T15:21Z","OK","2019-05-13",26,0.0775,8,1,23.88,8.57,6.11,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"84980c21-9578-42d3-95c0-e48f3b958785","DELA_003.basePlot.cfc","D08","DELA","DELA_003","distributed","Nc+HNMhlqfspUx960THudtz59VMWEuBlKGLd8kVeG1Y=","A00000081999","Nc+HNMhlqfspUx960THudtz59VMWEuBlrC+m/oRk8OM=","B00000004731","2019-05-06T15:43Z","OK","2019-05-13",26,0.0843,8,1,24.77,8.38,6.89,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"436bbe88-36a1-4a6f-8475-a1d21ee6171f","DELA_002.basePlot.cfc","D08","DELA","DELA_002","distributed","Nc+HNMhlqfsclpnYGliH+vB1RaK3LIIZjwbHMP1z2LY=","A00000082000","Nc+HNMhlqfsclpnYGliH+vB1RaK3LIIZqoQmut1C4eE=","B00000004755","2019-05-06T16:50Z","OK","2019-05-13",26,0.0800,8,1,30.24,10.56,6.52,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"04b1dc36-bddf-4c0e-96ae-d71369a385b7","DELA_002.basePlot.cfc","D08","DELA","DELA_002","distributed","Nc+HNMhlqfsclpnYGliH+kZuuSHT58a/gYS5R1fCE64=","A00000082001","Nc+HNMhlqfsclpnYGliH+kZuuSHT58a/uxn8rYCJOQk=","B00000004754","2019-05-06T17:36Z","OK","2019-05-13",26,0.0461,8,1,15.71,5.47,3.57,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"04fea9cc-e624-4a37-aa04-7ac1f8ddfff3","DELA_056.basePlot.cfc","D08","DELA","DELA_056","tower","Nc+HNMhlqfsfGrsG+JlZC32+dG7s1BFY54prSAeKL2E=","A00000082002","Nc+HNMhlqfsfGrsG+JlZC32+dG7s1BFYfHmok1gdkAqHpw1Z5a/a1w==","B00000004756","2019-05-06T19:42Z","OK","2019-05-13",26,0.0526,8,1,17.31,5.86,3.60,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"93386adb-751f-4a86-9c2c-e41e0c01938f","DELA_056.basePlot.cfc","D08","DELA","DELA_056","tower","Nc+HNMhlqfsfGrsG+JlZCzp6OugYMiydcO5epdikKXE=","A00000082003","Nc+HNMhlqfsfGrsG+JlZCzp6OugYMiydiOKpcw0Bk7twmuUyg4s1gg==","B00000004750","2019-05-06T20:11Z","OK","2019-05-13",26,0.0786,8,1,30.62,10.99,6.19,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"1cd4663b-38ff-4637-9678-a63eb22b4a27","DELA_056.basePlot.cfc","D08","DELA","DELA_056","tower","Nc+HNMhlqfsfGrsG+JlZCwYE3knyp5CAk0+6iEtasRg=","A00000082004","Nc+HNMhlqfsfGrsG+JlZCwYE3knyp5CALIigJDjjZnbfIDGwxMSUew==","B00000004753","2019-05-06T20:51Z","OK","2019-05-13",26,0.0744,8,1,20.89,7.61,4.42,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"e22d89e4-e790-4df3-8b50-6b9ab397ac70","DELA_042.basePlot.cfc","D08","DELA","DELA_042","tower","Nc+HNMhlqfsXikZFAnnYM8hoPS8Qps2BYpY2CBxRPac=","A00000082005","Nc+HNMhlqfsXikZFAnnYM8hoPS8Qps2B7Gi5oqeFxzP1NYG6MU7XKw==","B00000004758","2019-05-07T14:22Z","OK","2019-05-13",26,0.0634,8,1,27.88,10.32,6.24,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"004e5d7a-3533-4d3e-9c5a-146c499b1848","DELA_042.basePlot.cfc","D08","DELA","DELA_042","tower","Nc+HNMhlqfvc7rqhJ/TzRk0q/+7O1lkqDkuhUiziMOI=","A00000082006","Nc+HNMhlqfvc7rqhJ/TzRk0q/+7O1lkqC7UcMm+86fc=","B00000004752","2019-05-07T15:28Z","OK","2019-05-13",26,0.0720,8,1,29.10,10.13,6.11,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"1ac4c991-aa4d-4428-8294-e01ea00c2f04","DELA_041.basePlot.cfc","D08","DELA","DELA_041","tower","Nc+HNMhlqfuElt3OuXY/n0/UjYMXg263MMHShfxk7P0=","A00000082007","Nc+HNMhlqfuElt3OuXY/n0/UjYMXg263ijcLN5iDknU=","B00000004760","2019-05-07T16:20Z","OK","2019-05-13",26,0.0914,8,1,25.57,8.34,6.37,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
