uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,collectDate,aopCollectDate,samplingImpractical,subplotID,sampleType,samplingMethod,sampleID,sampleCode,sampleCondition,chlorophyllSampleID,chlorophyllSampleCode,chlorophyllSampleCondition,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,canopyPosition,canopyStatus,subsample1Height,subsample2Height,subsample3Height,crownPolygonID,crownPolygonConfidence,shapefileID,collectedBy,recordedBy,remarks,dataQF
"1a2b3119-792d-4ba7-96ad-758bb9cda9c3","DELA_003.basePlot.cfc","D08","DELA","DELA_003","distributed","woodyWetlands","WGS84",32.534942,-87.815024,20.1,25.1,0.15,"NEON.DOC.001024vF","2019-05-06T15:21Z","2019-04-29",,,"Woody individual",,"Nc+HNMhlqfspUx960THudsGJhzNp9lTyEGxDapF/DCU=","A00000081998","OK","Nc+HNMhlqfspUx960THudsGJhzNp9lTyajKmJxql6PM=","B00000004729","OK",,,,,,,"Y","09459","NEON.PLA.D08.DELA.09459","FRPE","Fraxinus pennsylvanica Marshall","OK",,,14.6,,,,,,"0000-0002-9190-7358","0000-0002-6741-7770",,
"cedc7482-64de-449b-9752-2856640c86e1","DELA_003.basePlot.cfc","D08","DELA","DELA_003","distributed","woodyWetlands","WGS84",32.534942,-87.815024,20.1,25.1,0.15,"NEON.DOC.001024vF","2019-05-06T15:43Z","2019-04-29",,,"Woody individual","line launcher","Nc+HNMhlqfspUx960THudtz59VMWEuBlKGLd8kVeG1Y=","A00000081999","OK","Nc+HNMhlqfspUx960THudtz59VMWEuBlrC+m/oRk8OM=","B00000004731","OK",,,,,,,"Y","09455","NEON.PLA.D08.DELA.09455","FRPE","Fraxinus pennsylvanica Marshall","OK",,,18.2,,,,,,"0000-0002-9190-7358","0000-0002-6741-7770",,
"31f71933-764d-4428-9b27-d3b9b9827a2c","DELA_002.basePlot.cfc","D08","DELA","DELA_002","distributed","woodyWetlands","WGS84",32.532479,-87.818534,20.2,24.0,0.38,"NEON.DOC.001024vF","2019-05-06T16:50Z","2019-04-29",,,"Woody individual","line launcher","Nc+HNMhlqfsclpnYGliH+vB1RaK3LIIZjwbHMP1z2LY=","A00000082000","OK","Nc+HNMhlqfsclpnYGliH+vB1RaK3LIIZqoQmut1C4eE=","B00000004755","OK",,,,,,,"Y","05560","NEON.PLA.D08.DELA.05560","QULY","Quercus lyrata Walter","OK",,,10.1,,,,,,"0000-0002-9190-7358","0000-0002-6741-7770",,
"d23f0c98-030d-4f2f-b4c3-34723362ce74","DELA_002.basePlot.cfc","D08","DELA","DELA_002","distributed","woodyWetlands","WGS84",32.532479,-87.818534,20.2,24.0,0.38,"NEON.DOC.001024vF","2019-05-06T17:36Z","2019-04-29",,,"Woody individual","line launcher","Nc+HNMhlqfsclpnYGliH+kZuuSHT58a/gYS5R1fCE64=","A00000082001","OK","Nc+HNMhlqfsclpnYGliH+kZuuSHT58a/uxn8rYCJOQk=","B00000004754","OK",,,,,,,"Y","09055","NEON.PLA.D08.DELA.09055","QULY","Quercus lyrata Walter","OK",,,11.4,,,,,,"0000-0002-9190-7358","0000-0002-6741-7770",,
"02d00fdb-c5b8-4b6f-bd22-5123736f9989","DELA_056.basePlot.cfc","D08","DELA","DELA_056","tower","woodyWetlands","WGS84",32.540988,-87.801980,20.1,28.1,0.14,"NEON.DOC.001024vF","2019-05-06T19:42Z","2019-04-29",,,"Woody individual","line launcher","Nc+HNMhlqfsfGrsG+JlZC32+dG7s1BFY54prSAeKL2E=","A00000082002","OK","Nc+HNMhlqfsfGrsG+JlZC32+dG7s1BFYfHmok1gdkAqHpw1Z5a/a1w==","B00000004756","OK",,,,,,,"Y","03583","NEON.PLA.D08.DELA.03583","CATO6","Carya tomentosa (Lam.) Nutt.","OK",,,13.2,,,,,,"0000-0002-9190-7358","0000-0002-6741-7770",,
"12de234f-f0b2-4949-9f89-33d0adcaeb1f","DELA_056.basePlot.cfc","D08","DELA","DELA_056","tower","woodyWetlands","WGS84",32.540988,-87.801980,20.1,28.1,0.14,"NEON.DOC.001024vF","2019-05-06T20:11Z","2019-04-29",,,"Woody individual","line launcher","Nc+HNMhlqfsfGrsG+JlZCzp6OugYMiydcO5epdikKXE=","A00000082003","OK","Nc+HNMhlqfsfGrsG+JlZCzp6OugYMiydiOKpcw0Bk7twmuUyg4s1gg==","B00000004750","OK",,,,,,,"Y","03584","NEON.PLA.D08.DELA.03584","CATO6","Carya tomentosa (Lam.) Nutt.","OK",,,9.3,,,,,,"0000-0002-9190-7358","0000-0002-6741-7770",,
"cee559b6-9dc1-46b5-ae11-7e9cd63c97af","DELA_056.basePlot.cfc","D08","DELA","DELA_056","tower","woodyWetlands","WGS84",32.540988,-87.801980,20.1,28.1,0.14,"NEON.DOC.001024vF","2019-05-06T20:51Z","2019-04-29",,,"Woody individual","line launcher","Nc+HNMhlqfsfGrsG+JlZCwYE3knyp5CAk0+6iEtasRg=","A00000082004","OK","Nc+HNMhlqfsfGrsG+JlZCwYE3knyp5CALIigJDjjZnbfIDGwxMSUew==","B00000004753","OK",,,,,,,"Y","03602","NEON.PLA.D08.DELA.03602","CATO6","Carya tomentosa (Lam.) Nutt.","OK",,,12.0,,,,,,"0000-0002-9190-7358","0000-0002-6741-7770",,
"fb241467-c10b-4502-a9a8-924f6ffe33ed","DELA_042.basePlot.cfc","D08","DELA","DELA_042","tower","deciduousForest","WGS84",32.541786,-87.805209,20.2,24.2,0.21,"NEON.DOC.001024vF","2019-05-07T14:22Z","2019-04-29",,,"Woody individual",,"Nc+HNMhlqfsXikZFAnnYM8hoPS8Qps2BYpY2CBxRPac=","A00000082005","OK","Nc+HNMhlqfsXikZFAnnYM8hoPS8Qps2B7Gi5oqeFxzP1NYG6MU7XKw==","B00000004758","OK",,,,,,,"Y","04697","NEON.PLA.D08.DELA.04697","CAOV2","Carya ovata (Mill.) K. Koch","OK",,,13.5,,,,,,"0000-0002-9190-7358","0000-0002-6741-7770",,
"e99b61a5-ec9d-48c0-9ec8-5f4e165a0a55","DELA_042.basePlot.cfc","D08","DELA","DELA_042","tower","deciduousForest","WGS84",32.541786,-87.805209,20.2,24.2,0.21,"NEON.DOC.001024vF","2019-05-07T15:28Z","2019-04-29",,,"Woody individual","line launcher","Nc+HNMhlqfvc7rqhJ/TzRk0q/+7O1lkqDkuhUiziMOI=","A00000082006","OK","Nc+HNMhlqfvc7rqhJ/TzRk0q/+7O1lkqC7UcMm+86fc=","B00000004752","OK",,,,,,,"Y","04692","NEON.PLA.D08.DELA.04692","QUAL","Quercus alba L.","OK",,,12.8,,,,,,"0000-0002-9190-7358","0000-0002-6741-7770",,
"a8986f75-1898-48c4-b051-b059cd90ef04","DELA_041.basePlot.cfc","D08","DELA","DELA_041","tower","deciduousForest","WGS84",32.540702,-87.807740,20.1,23.6,0.20,"NEON.DOC.001024vF","2019-05-07T16:20Z","2019-04-29",,,"Woody individual","line launcher","Nc+HNMhlqfuElt3OuXY/n0/UjYMXg263MMHShfxk7P0=","A00000082007","OK","Nc+HNMhlqfuElt3OuXY/n0/UjYMXg263ijcLN5iDknU=","B00000004760","OK",,,,,,,"Y","04551","NEON.PLA.D08.DELA.04551","ACRU","Acer rubrum L.","OK",,,7.7,,,,,,"0000-0002-9190-7358","0000-0002-6741-7770",,
