uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,chlorophyllSampleID,chlorophyllSampleCode,collectDate,sampleCondition,extractionStartDate,extractionLength,freshMass,solventVolume,analyticalRepNumber,extractChlAConc,extractChlBConc,extractCarotConc,relativeAccuracyScale,handlingQF,measurementQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF
"87ad0b12-d366-421d-ba50-85dd053c4df2","SJER_048.basePlot.cfc","D17","SJER","SJER_048","tower","2kN0Z0OxE8FbunuCHxxhdmtFX92gO6GPKn7GRNB0PbM=",,"2kN0Z0OxE8FbunuCHxxhdmtFX92gO6GPL1QzXy7TJ+q0cPcM64zJ4g==","B00000043423","2019-04-01T16:37Z","OK","2019-04-14",18,0.0556,7,1,6.71,2.28,1.80,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"c544bedb-444c-4396-9207-db5c8306d6b1","SJER_048.basePlot.cfc","D17","SJER","SJER_048","tower","2kN0Z0OxE8EAWNsz9V0k7ht/rPnqpg87YBYVo0QVsXY=",,"2kN0Z0OxE8EAWNsz9V0k7ht/rPnqpg877YTbdpu0mLoQdCaWFmrkAg==","B00000043424","2019-04-01T21:01Z","OK","2019-04-14",18,0.0704,7,1,12.64,3.11,3.93,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"4e34be1c-b669-4fab-8f8e-5eb990d94686","SJER_048.basePlot.cfc","D17","SJER","SJER_048","tower","2kN0Z0OxE8FvZ+ZPocAGur2L3+lkxllVx54ToApkGcY=",,"2kN0Z0OxE8FvZ+ZPocAGur2L3+lkxllV8KX4/7hnJXg=","B00000043420","2019-04-03T07:21Z","OK","2019-04-14",18,0.0725,7,1,5.76,2.15,1.72,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"19731eb9-066e-4aab-a240-b4bee39479c0","SJER_009.basePlot.cfc","D17","SJER","SJER_009","distributed","2kN0Z0OxE8GTUdNsBIzfR/KftHYeEm/X9B+ZS+y2X+8=",,"2kN0Z0OxE8GTUdNsBIzfR/KftHYeEm/XUZYeSzEDUhc=","B00000043493","2019-04-03T14:56Z","OK","2019-04-14",18,0.0579,7,1,5.89,1.69,1.74,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"16980213-218e-4d18-93eb-b82f54545345","SJER_045.basePlot.cfc","D17","SJER","SJER_045","tower","2kN0Z0OxE8Ght+vqSNjLJrxI0Xu/o1jOisirSliQcWM=",,"2kN0Z0OxE8Ght+vqSNjLJrxI0Xu/o1jOSQCE9g03mQg=","B00000043421","2019-04-03T16:37Z","OK","2019-04-14",18,0.0785,7,1,9.80,2.81,2.92,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"4d4a175d-421a-466f-8404-51da9870fb55","SJER_015.basePlot.cfc","D17","SJER","SJER_015","distributed","2kN0Z0OxE8FjCRHv1/2ezDQlvpjDBOcPOL2MJlZpkVI=",,"2kN0Z0OxE8FjCRHv1/2ezDQlvpjDBOcPwxvmy2nblps=","B00000043491","2019-04-03T16:58Z","OK","2019-04-14",18,0.0686,7,1,9.05,2.72,3.04,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"8b3c4b14-d484-423a-8647-a469b8c546bb","SJER_009.basePlot.cfc","D17","SJER","SJER_009","distributed","2kN0Z0OxE8HnCvFue5ndWX7TBrxc1u8M6GB2cNtVo4Y=",,"2kN0Z0OxE8HnCvFue5ndWX7TBrxc1u8Mff4GCc0YNJRzmI6cH1Iydw==","B00000043492","2019-04-03T17:02Z","OK","2019-04-14",18,0.0646,7,1,10.42,3.56,2.71,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"9a998335-48f8-411a-80d7-4cd515385d35","SJER_046.basePlot.cfc","D17","SJER","SJER_046","tower","2kN0Z0OxE8FrgGadQFQgj0H6RFOj0PpEjxT4aQRBohM=",,"2kN0Z0OxE8FrgGadQFQgj0H6RFOj0PpE+wJdEiFkfiY=","B00000043414","2019-04-03T17:26Z","OK","2019-04-14",18,0.0511,7,1,6.58,2.13,1.98,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"5dee6b35-1cb2-4be6-90c9-e0b57e7534e0","SJER_015.basePlot.cfc","D17","SJER","SJER_015","distributed","2kN0Z0OxE8FERIW0ws+1VoXneT8WCPD0k9Co2qSprNI=",,"2kN0Z0OxE8FERIW0ws+1VoXneT8WCPD0sUPgfpWj0hw=","B00000043482","2019-04-03T17:43Z","OK","2019-04-14",18,0.0505,7,1,11.50,3.69,3.19,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"e0926c41-7eb0-401f-b6e0-88b25d683dc5","SJER_048.basePlot.cfc","D17","SJER","SJER_048","tower","2kN0Z0OxE8FvZ+ZPocAGunJU345aG/BSrqVeiLmDVdI=",,"2kN0Z0OxE8FvZ+ZPocAGunJU345aG/BSVaSm6J0LaTI=","B00000043404","2019-04-03T18:38Z","OK","2019-04-14",18,0.0502,7,1,5.58,1.77,1.47,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"5b9f267c-ab71-4eb1-ad4e-a590e7dc7f73","SJER_003.basePlot.cfc","D17","SJER","SJER_003","distributed","2kN0Z0OxE8HugOOS5aI78UJ06dBBkK4h1prhWWePPAk=",,"2kN0Z0OxE8HugOOS5aI78UJ06dBBkK4hPL9HQQ7ci+c=","B00000043422","2019-04-03T20:47Z","OK","2019-04-14",18,0.0832,7,1,10.88,3.10,3.93,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"9d117d18-421b-4695-92d2-dafdbadd69da","SJER_026.basePlot.cfc","D17","SJER","SJER_026","distributed","2kN0Z0OxE8F96tPbOqtRuwF5wRXFyecz8JPbBVdLqk8=",,"2kN0Z0OxE8F96tPbOqtRuwF5wRXFyecziiGCdUA+ztA=","B00000043481","2019-04-04T16:10Z","OK","2019-04-14",18,0.0757,7,1,12.58,3.90,3.01,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"bceb9938-c905-45e6-a2b9-4cdd532daf57","SJER_026.basePlot.cfc","D17","SJER","SJER_026","distributed","2kN0Z0OxE8GyduLCKugxGNFIU3+a/qPoMrhTZoS3228=",,"2kN0Z0OxE8GyduLCKugxGNFIU3+a/qPoPlQRHDZdUPA=","B00000043483","2019-04-04T16:11Z","OK","2019-04-14",18,0.0846,7,1,10.06,2.76,2.71,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"273ef9d8-eefa-499d-8f15-ed739ed1e9eb","SJER_008.basePlot.cfc","D17","SJER","SJER_008","distributed","2kN0Z0OxE8GjYELjXDBJboeoXCj1L+HRzFVRlGfQB+Y=",,"2kN0Z0OxE8GjYELjXDBJboeoXCj1L+HRncQjcLVz07WSdI6Cjglk0A==","B00000043522","2019-04-04T17:33Z","OK","2019-04-14",18,0.0543,7,1,9.27,3.10,2.41,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"f6bcf7e5-f499-4fa8-9d3a-187d256bdafb","SJER_008.basePlot.cfc","D17","SJER","SJER_008","distributed","2kN0Z0OxE8F8MADKxc+rjmuSdY4D/cqSVLV20xmvIZE=",,"2kN0Z0OxE8F8MADKxc+rjmuSdY4D/cqSdrIRGNdc67dLv18WFQqvfw==","B00000043521","2019-04-04T18:03Z","OK","2019-04-14",18,0.0762,7,1,9.18,2.61,2.98,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"d7ffd9af-fa60-40e1-9328-470f19ae787b","SJER_008.basePlot.cfc","D17","SJER","SJER_008","distributed","2kN0Z0OxE8EP2R18FeHmGS9RWTusOpGi5/mzitZyqOk=",,"2kN0Z0OxE8EP2R18FeHmGS9RWTusOpGiAE2gzH9YeDM=","B00000043520","2019-04-04T18:29Z","OK","2019-04-14",18,0.0702,7,1,14.21,4.14,3.84,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"831e4530-ce17-4ccf-9016-568677f46730","SJER_002.basePlot.cfc","D17","SJER","SJER_002","distributed","2kN0Z0OxE8FOVQnny45Emugbd0kRbBkrGx4RXO3ZXl0=",,"2kN0Z0OxE8FOVQnny45Emugbd0kRbBkrwry+GbQaITE=","B00000043519","2019-04-04T20:34Z","OK","2019-04-14",18,0.0663,7,1,17.08,5.46,4.67,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
"3ca66b41-68e8-4adf-a33a-73d2eb31723f","SJER_002.basePlot.cfc","D17","SJER","SJER_002","distributed","2kN0Z0OxE8HCA8hquz9rEPqWBNpqv+o1nt3tdzB8/qs=",,"2kN0Z0OxE8HCA8hquz9rEPqWBNpqv+o1jY120GSuAHIVLenNuSXktw==","B00000043518","2019-04-04T20:37Z","OK","2019-04-14",18,0.0501,7,1,7.67,2.28,2.09,"A","OK","OK",,"University of Maryland Center for Environmental Science","HPL Foliar Pigment SOP","tO3Lchp2lPI=","tO3Lchp2lPI=",
