uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,collectDate,aopCollectDate,samplingImpractical,subplotID,sampleType,samplingMethod,sampleID,sampleCode,sampleCondition,chlorophyllSampleID,chlorophyllSampleCode,chlorophyllSampleCondition,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,canopyPosition,canopyStatus,subsample1Height,subsample2Height,subsample3Height,crownPolygonID,crownPolygonConfidence,shapefileID,collectedBy,recordedBy,remarks,dataQF
"81e62260-5bfe-4c08-a8f9-27c38aef845d","GUAN_002.basePlot.cfc","D04","GUAN","GUAN_002","distributed","evergreenForest","WGS84",17.970294,-66.824633,20.1,86.6,0.10,"NEON.DOC.001024vE","2018-04-24T12:12Z","2018-05-13",,"31","Woody individual","pole pruner","xIqeKa1cF5wqK55/3DYW1xzc8KY/0EterNpfuUFm/DY=","A00000005671",,"xIqeKa1cF5wqK55/3DYW1xzc8KY/0EteVeo0bRkojd071DWALQxUlA==","B00000013156",,,,,,,,"Y","01942","NEON.PLA.D04.GUAN.01942","BOURR","Bourreria sp.","OK",,,4.4,,,,,,"gtavarez@battelleecology.org","amegill@battelleecology.org",,
"3e7f293c-2289-4b54-b6c3-287a25b1f73e","GUAN_002.basePlot.cfc","D04","GUAN","GUAN_002","distributed","evergreenForest","WGS84",17.970294,-66.824633,20.1,86.6,0.10,"NEON.DOC.001024vE","2018-04-24T12:50Z","2018-05-13",,"31","Woody individual","pole pruner","xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+ZmtKHy1jKltlY=","A00000007222",,"xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+Zm6QoXih2mMGg=","B00000013158",,,,,,,,"Y","01945","NEON.PLA.D04.GUAN.01945","BUBU","Bucida buceras L.","OK",,,5.1,,,,,,"gtavarez@battelleecology.org","amegill@battelleecology.org",,
"0d24d652-b4ae-4674-b929-0c561915ac64","GUAN_002.basePlot.cfc","D04","GUAN","GUAN_002","distributed","evergreenForest","WGS84",17.970294,-66.824633,20.1,86.6,0.10,"NEON.DOC.001024vE","2018-04-24T13:16Z","2018-05-13",,"31","Woody individual","pole pruner","xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHS8XmHwaLsRY0=","A00000007235",,"xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHSFw/5vz8XKW8=","B00000013157",,,,,,,,"Y","01580","NEON.PLA.D04.GUAN.01580","AMEL","Amyris elemifera L.","OK",,,3.4,,,,,,"gtavarez@battelleecology.org","amegill@battelleecology.org","Point 49 Stem dist 8.2 Azim 173.1",
"b4cce293-2b0f-4bfa-a008-dd3cf0af8780","GUAN_008.basePlot.cfc","D04","GUAN","GUAN_008","distributed","evergreenForest","WGS84",17.965762,-66.832036,20.1,63.5,0.10,"NEON.DOC.001024vE","2018-04-24T15:54Z","2018-05-13",,"31","Woody individual","pole pruner","xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQ8z2RwGsWKyo=","A00000007244",,"xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQhjB3EBZKe7M=","B00000013118",,,,,,,,"Y","04347","NEON.PLA.D04.GUAN.04347","BUSI","Bursera simaruba (L.) Sarg.","OK",,,3.0,,,,,,"gtavarez@battelleecology.org","amegill@battelleecology.org",,
"c641bc5f-487d-4228-a10e-992e5011e9d0","GUAN_008.basePlot.cfc","D04","GUAN","GUAN_008","distributed","evergreenForest","WGS84",17.965762,-66.832036,20.1,63.5,0.10,"NEON.DOC.001024vE","2018-04-24T16:16Z","2018-05-13",,"31","Woody individual","pole pruner","xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTtO1ZjWRWEf0=","A00000007259",,"xIqeKa1cF5yjEd42cEFihrNhyyHEAZdT9uRPFR7/zc4=","B00000013117",,,,,,,,"Y","04354","NEON.PLA.D04.GUAN.04354","PIAC","Pictetia aculeata (Vahl) Urb.","OK",,,4.0,,,,,,"gtavarez@battelleecology.org","amegill@battelleecology.org","Point 51 Stem dist 0.9 Azim 255.",
"94cce0d0-98cf-4b72-ae12-2815cc749c29","GUAN_008.basePlot.cfc","D04","GUAN","GUAN_008","distributed","evergreenForest","WGS84",17.965762,-66.832036,20.1,63.5,0.10,"NEON.DOC.001024vE","2018-04-24T16:54Z","2018-05-13",,"31","Woody individual","pole pruner","xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLh23POiccO7o=","A00000007260",,"xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLMI4aYeCTuDzODRSKNxrwTw==","B00000013116",,,,,,,,"N","08856Z","NEON.PLA.D04.GUAN.08856Z","CODI8","Coccoloba diversifolia Jacq.","OK",,,4.0,,,,,,"gtavarez@battelleecology.org","amegill@battelleecology.org",,
"cc79e3eb-de36-4085-93c0-cfdae3d6d8b8","GUAN_042.basePlot.cfc","D04","GUAN","GUAN_042","tower","evergreenForest","WGS84",17.970725,-66.863969,20.2,144.8,0.30,"NEON.DOC.001024vE","2018-04-25T11:21Z","2018-05-10",,"39","Woody individual","pole pruner","xIqeKa1cF5xABiXrs0UCiJR6NdCm4wNr0gVPrMAWG+E=","A00000007245",,"xIqeKa1cF5xABiXrs0UCiJR6NdCm4wNr75WnlNZuYd4=","B00000013115",,,,,,,,"Y","02699","NEON.PLA.D04.GUAN.02699","GUSA","Guaiacum sanctum L.","OK",,,7.2,,,,,,"wplaza-muniz@battelleecology.org","amegill@battelleecology.org",,
"51b782aa-5028-47a1-be3f-7c2de10fc9c4","GUAN_042.basePlot.cfc","D04","GUAN","GUAN_042","tower","evergreenForest","WGS84",17.970725,-66.863969,20.2,144.8,0.30,"NEON.DOC.001024vE","2018-04-25T11:55Z","2018-05-10",,"21","Woody individual","pole pruner","xIqeKa1cF5w/7S5W4OSulId2ieyS+K+PKF/GwC2YXGM=","A00000007246",,"xIqeKa1cF5w/7S5W4OSulId2ieyS+K+Pgj46+9daei4=","B00000013114",,,,,,,,"Y","02995","NEON.PLA.D04.GUAN.02995","BUBU","Bucida buceras L.","OK",,,5.4,,,,,,"wplaza-muniz@battelleecology.org","amegill@battelleecology.org",,
"2652c40d-43e3-46e5-a57d-6c50087f6639","GUAN_042.basePlot.cfc","D04","GUAN","GUAN_042","tower","evergreenForest","WGS84",17.970725,-66.863969,20.2,144.8,0.30,"NEON.DOC.001024vE","2018-04-25T12:28Z","2018-05-10",,"39","Woody individual","pole pruner","xIqeKa1cF5wru2D/2cP7M9sTjPj2HT25/QazCIK0oM4=","A00000007262",,"xIqeKa1cF5wru2D/2cP7M9sTjPj2HT25ixU8UZnvcE0=","B00000013113",,,,,,,,"Y","02692","NEON.PLA.D04.GUAN.02692","BUSI","Bursera simaruba (L.) Sarg.","OK",,,4.9,3.4,,,,,"wplaza-muniz@battelleecology.org","amegill@battelleecology.org",,
"df090f60-be69-4fea-8a4d-9b741aa6701c","GUAN_043.basePlot.cfc","D04","GUAN","GUAN_043","tower","evergreenForest","WGS84",17.968869,-66.867682,20.1,113.5,0.10,"NEON.DOC.001024vE","2018-04-25T13:35Z","2018-05-20",,"39","Woody individual","pole pruner","xIqeKa1cF5waeJdGCqrXoUfTMlurlUpUrmhSU6tu78w=","A00000007268",,"xIqeKa1cF5waeJdGCqrXoUfTMlurlUpUZTRMnM8dZWU=","B00000013110",,,,,,,,"Y","00065","NEON.PLA.D04.GUAN.00065","GUOF","Guaiacum officinale L.","OK",,,5.1,,,,,,"wplaza-muniz@battelleecology.org","amegill@battelleecology.org",,
"ff3b915a-b2ff-46d3-8f60-cfb44f610083","GUAN_043.basePlot.cfc","D04","GUAN","GUAN_043","tower","evergreenForest","WGS84",17.968869,-66.867682,20.1,113.5,0.10,"NEON.DOC.001024vE","2018-04-25T13:53Z","2018-05-20",,"39","Woody individual","pole pruner","xIqeKa1cF5zi5fI3F8z9YZz4D4/4pdVVrIuoCA+G6II=","A00000007266",,"xIqeKa1cF5zi5fI3F8z9YZz4D4/4pdVVT7eccAxVM7zAo/bGYYN1kQ==","B00000013111",,,,,,,,"Y","00045","NEON.PLA.D04.GUAN.00045","SWMA2","Swietenia mahagoni (L.) Jacq.","OK",,,4.7,,,,,,"wplaza-muniz@battelleecology.org","amegill@battelleecology.org",,
"d2c06cbc-3a48-485b-9d0f-c035fcf44a63","GUAN_043.basePlot.cfc","D04","GUAN","GUAN_043","tower","evergreenForest","WGS84",17.968869,-66.867682,20.1,113.5,0.10,"NEON.DOC.001024vE","2018-04-25T14:27Z","2018-05-20",,"41","Woody individual","pole pruner","xIqeKa1cF5xrbUxm1ISTmNAHfrSqdQHyc4ZEAXKyFt4=","A00000007267",,"xIqeKa1cF5xrbUxm1ISTmNAHfrSqdQHyW17xSzz4aU+mvq79aaeJrA==","B00000013112",,,,,,,,"Y","00138","NEON.PLA.D04.GUAN.00138","PIAL3","Pisonia albida (Heimerl) Britton ex Standl.","OK",,,5.5,,,,,,"wplaza-muniz@battelleecology.org","amegill@battelleecology.org",,
"444cee9d-7d82-4854-9800-ad4bb7e221c0","GUAN_004.basePlot.cfc","D04","GUAN","GUAN_004","distributed","evergreenForest","WGS84",17.969254,-66.852670,20.1,131.1,0.11,"NEON.DOC.001024vE","2018-04-26T11:30Z","2018-05-11",,"31","Woody individual","pole pruner","xIqeKa1cF5wwrIuSv422hnj6XHplVzshXD0Ib8lBPbg=","A00000007263",,"xIqeKa1cF5wwrIuSv422hnj6XHplVzshIyJ7NkA32zs=","B00000013153",,,,,,,,"Y","04332","NEON.PLA.D04.GUAN.04332","BUSI","Bursera simaruba (L.) Sarg.","OK",,,5.2,,,,,,"gtavarez@battelleecology.org","amegill@battelleecology.org","Point 41 Stem dist 6.6 Azim 125.2",
"f5992df5-cd88-47c9-aab2-8c7bcfdc3547","GUAN_004.basePlot.cfc","D04","GUAN","GUAN_004","distributed","evergreenForest","WGS84",17.969254,-66.852670,20.1,131.1,0.11,"NEON.DOC.001024vE","2018-04-26T11:58Z","2018-05-11",,"31","Woody individual","pole pruner","xIqeKa1cF5zts93CSVKm4U3tyCpyHWZrw2TsZG9cUDY=","A00000007265",,"xIqeKa1cF5zts93CSVKm4U3tyCpyHWZrJrtjlC5uGO4=","B00000013154",,,,,,,,"Y","04334","NEON.PLA.D04.GUAN.04334","BUBU","Bucida buceras L.","OK",,,3.5,,,,,,"gtavarez@battelleecology.org","amegill@battelleecology.org",,
"ef2b50bb-6397-4166-a5b4-76ae9a0bca3b","GUAN_004.basePlot.cfc","D04","GUAN","GUAN_004","distributed","evergreenForest","WGS84",17.969254,-66.852670,20.1,131.1,0.11,"NEON.DOC.001024vE","2018-04-26T12:56Z","2018-05-11",,"31","Woody individual","pole pruner","xIqeKa1cF5xcshSqEyAlFcPI1d8lnvq+GjK3rffgfRc=","A00000007264",,"xIqeKa1cF5xcshSqEyAlFcPI1d8lnvq++tscuHLWp0k=","B00000013155",,,,,,,,"N","08788Z","NEON.PLA.D04.GUAN.08788Z","PIAC","Pictetia aculeata (Vahl) Urb.","OK",,,7.0,,,,,,"gtavarez@battelleecology.org","amegill@battelleecology.org",,
"5689b3ed-1e96-45a5-ae64-aa89225484b9","GUAN_001.basePlot.cfc","D04","GUAN","GUAN_001","distributed","evergreenForest","WGS84",17.972768,-66.851235,20.1,149.5,0.14,"NEON.DOC.001024vE","2018-04-26T14:36Z","2018-05-11",,"31","Woody individual","pole pruner","xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbO0A4PDvYAfc4=","A00000007249",,"xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbOxijluNTl8w+/sKiTi/gXgg==","B00000013152",,,,,,,,"Y","04562","NEON.PLA.D04.GUAN.04562","BOSU2","Bourreria succulenta Jacq.","OK",,,6.2,,,,,,"gtavarez@battelleecology.org","amegill@battelleecology.org",,
